id,title,content,questions
8351716,信号,"在Linux中，信号是一种软件中断，用于进程间通信或操作系统与进程间的通信。常见的信号有：
- SIGHUP (1)：终端挂起或者控制进程终止
- SIGINT (2)：中断进程（相当于按下Ctrl+C）
- SIGQUIT (3)：退出进程
- SIGKILL (9)：无条件终止进程
- SIGTERM (15)：尽可能终止进程
- SIGSTOP (17,19,23)：无条件停止进程，但是该信号可以被处理和忽略
- SIGTSTP (18,20,24)：停止或者暂停进程，但是该信号可以被处理和忽略","[""\u82e5\u4f7fpid\u8fdb\u7a0b\u65e0\u6761\u4ef6\u7ec8\u6b62\u4f7f\u7528\u7684\u547d\u4ee4\u662f\uff08\uff09\u3002\nA.kill-9\nB.kill-15 \nC.killall-1\nD.kill-3""]"
63720671,compress命令,"compress命令在Unix和类Unix系统中用于压缩文件。这个命令使用Lempel-Ziv编码（特别是LZ77算法），生成具有.Z扩展名的压缩文件。这个命令的使用格式如下：
```
compress [ -dfvcVr ] [ -b bits ] [ name ... ]
```
其中，-d选项用于解压缩文件。","[""\u4f7f\u7528compress\u547d\u4ee4\u538b\u7f29\u540e\u7684\u6587\u4ef6\uff0c\u53ef\u4ee5\u4f7f\u7528()\u547d\u4ee4\u8fdb\u884c\u89e3\u538b\u7f29\u3002""]"
20788234,uncompress命令,"uncompress命令在Unix和类Unix系统中用于解压缩由compress命令压缩的文件。这个命令会删除原始的.Z文件，并将解压缩的文件恢复到其原始名称。这个命令的使用格式如下：
```
uncompress [ -fvcVr ] [ name ... ]
```","[""\u4f7f\u7528compress\u547d\u4ee4\u538b\u7f29\u540e\u7684\u6587\u4ef6\uff0c\u53ef\u4ee5\u4f7f\u7528()\u547d\u4ee4\u8fdb\u884c\u89e3\u538b\u7f29\u3002""]"
52489401,man命令,man命令是Linux系统下的一款查看帮助文档的工具，man后面跟上具体的命令，就可以查看该命令的帮助信息。,"[""\u5df2\u77e5mkdir\u4e3aGNU\u9879\u76ee\u5f00\u53d1\u7684\u5916\u90e8\u547d\u4ee4\uff0c\u4e0b\u9762\u54ea\u4e2a\u547d\u4ee4\u65e0\u6cd5\u83b7\u5f97\u8be5\u547d\u4ee4\u7684\u5e2e\u52a9\u4fe1\u606f\uff08\uff09\nA. man mkdir\nB. mkdir --help\nC. info mkdir\nD. help mkdir""]"
16535089,--help选项,在Linux系统中，很多命令后面加上--help选项，都可以查看该命令的简短帮助信息。,"[""\u5df2\u77e5mkdir\u4e3aGNU\u9879\u76ee\u5f00\u53d1\u7684\u5916\u90e8\u547d\u4ee4\uff0c\u4e0b\u9762\u54ea\u4e2a\u547d\u4ee4\u65e0\u6cd5\u83b7\u5f97\u8be5\u547d\u4ee4\u7684\u5e2e\u52a9\u4fe1\u606f\uff08\uff09\nA. man mkdir\nB. mkdir --help\nC. info mkdir\nD. help mkdir""]"
53655621,info命令,info命令是GNU项目开发的一个帮助系统，可以查看GNU项目开发的命令的帮助信息。,"[""\u5df2\u77e5mkdir\u4e3aGNU\u9879\u76ee\u5f00\u53d1\u7684\u5916\u90e8\u547d\u4ee4\uff0c\u4e0b\u9762\u54ea\u4e2a\u547d\u4ee4\u65e0\u6cd5\u83b7\u5f97\u8be5\u547d\u4ee4\u7684\u5e2e\u52a9\u4fe1\u606f\uff08\uff09\nA. man mkdir\nB. mkdir --help\nC. info mkdir\nD. help mkdir""]"
80379334,help命令,help命令是用来获取bash内建命令的帮助信息的。内建命令是bash shell自带的命令，不需要调用外部程序。例如cd、echo等。,"[""\u5df2\u77e5mkdir\u4e3aGNU\u9879\u76ee\u5f00\u53d1\u7684\u5916\u90e8\u547d\u4ee4\uff0c\u4e0b\u9762\u54ea\u4e2a\u547d\u4ee4\u65e0\u6cd5\u83b7\u5f97\u8be5\u547d\u4ee4\u7684\u5e2e\u52a9\u4fe1\u606f\uff08\uff09\nA. man mkdir\nB. mkdir --help\nC. info mkdir\nD. help mkdir""]"
81341122,mkdir命令,mkdir命令用于在Linux系统中创建目录。这是一个外部命令，不是bash的内建命令。,"[""\u5df2\u77e5mkdir\u4e3aGNU\u9879\u76ee\u5f00\u53d1\u7684\u5916\u90e8\u547d\u4ee4\uff0c\u4e0b\u9762\u54ea\u4e2a\u547d\u4ee4\u65e0\u6cd5\u83b7\u5f97\u8be5\u547d\u4ee4\u7684\u5e2e\u52a9\u4fe1\u606f\uff08\uff09\nA. man mkdir\nB. mkdir --help\nC. info mkdir\nD. help mkdir""]"
31793750,Vim编辑器,Vim是一个文本编辑器，广泛用于Linux环境，它有两种主要的模式：命令模式和插入模式。在命令模式中，可以使用键盘快捷键来移动光标、复制和粘贴文本、以及执行其他命令。,"[""\u547d\u4ee4\u6a21\u5f0f\u4e0b\uff0c\u6309\u56de\u8f66\u952e\u6216\u6309\u952ej\uff0c\u90fd\u80fd\u4f7f\u5149\u6807\u4e0b\u79fb1\u884c\nA. \u5bf9\nB. \u9519""]"
75680504,Vim命令模式,"在Vim的命令模式下，键盘的每个键都被视为一个命令，而不是输入字符。例如，""h""键使光标向左移动，""l""键使光标向右移动，""j""键使光标向下移动，""k""键使光标向上移动。","[""\u547d\u4ee4\u6a21\u5f0f\u4e0b\uff0c\u6309\u56de\u8f66\u952e\u6216\u6309\u952ej\uff0c\u90fd\u80fd\u4f7f\u5149\u6807\u4e0b\u79fb1\u884c\nA. \u5bf9\nB. \u9519""]"
50838818,回车键在Vim命令模式下的行为,在Vim命令模式下，回车键的功能是使光标下移一行。,"[""\u547d\u4ee4\u6a21\u5f0f\u4e0b\uff0c\u6309\u56de\u8f66\u952e\u6216\u6309\u952ej\uff0c\u90fd\u80fd\u4f7f\u5149\u6807\u4e0b\u79fb1\u884c\nA. \u5bf9\nB. \u9519""]"
2821342,find命令,"find命令是在Linux系统中用于在目录结构中搜索文件的命令。它可以根据文件名、大小、修改时间等条件进行搜索，并可以执行相应的操作。命令使用说明：
```
find <path> [expression]
```","[""\u4f7f\u7528find\u547d\u4ee4\u5c06\u5728cpp1\u76ee\u5f55\u4e2d\u627e\u5230\u4ee5.c\u4e3a\u7ed3\u5c3e\u7684\u6587\u4ef6\u5e76\u4e14\u5c06\u4ed6\u4eec\u90fd\u62f7\u8d1d\u5230\u76ee\u5f55cpp2\u4e2d\u7684\u547d\u4ee4\u662f\uff08\uff09\u3002\nA. find cpp1 -name *.c -exec cp cpp2 {} \\;\nB. find cpp1 -name *.c -exec cp {} cpp2 \\;\nC. find cpp1 -name \""*.c\"" -exec cp {} cpp2 \\;\nD. find cpp1 -name \""*.c\"" -exec cp cpp2 {} \\;""]"
21215505,-name选项,-name选项用于在find命令中指定要搜索的文件名。可以使用通配符（如*、?等）来匹配多个文件。,"[""\u4f7f\u7528find\u547d\u4ee4\u5c06\u5728cpp1\u76ee\u5f55\u4e2d\u627e\u5230\u4ee5.c\u4e3a\u7ed3\u5c3e\u7684\u6587\u4ef6\u5e76\u4e14\u5c06\u4ed6\u4eec\u90fd\u62f7\u8d1d\u5230\u76ee\u5f55cpp2\u4e2d\u7684\u547d\u4ee4\u662f\uff08\uff09\u3002\nA. find cpp1 -name *.c -exec cp cpp2 {} \\;\nB. find cpp1 -name *.c -exec cp {} cpp2 \\;\nC. find cpp1 -name \""*.c\"" -exec cp {} cpp2 \\;\nD. find cpp1 -name \""*.c\"" -exec cp cpp2 {} \\;""]"
73124230,-exec选项,-exec选项用于在find命令中对搜索到的文件执行指定的操作。操作可以是任何Linux命令，其中{}表示搜索到的文件，\;表示-exec选项的结束。,"[""\u4f7f\u7528find\u547d\u4ee4\u5c06\u5728cpp1\u76ee\u5f55\u4e2d\u627e\u5230\u4ee5.c\u4e3a\u7ed3\u5c3e\u7684\u6587\u4ef6\u5e76\u4e14\u5c06\u4ed6\u4eec\u90fd\u62f7\u8d1d\u5230\u76ee\u5f55cpp2\u4e2d\u7684\u547d\u4ee4\u662f\uff08\uff09\u3002\nA. find cpp1 -name *.c -exec cp cpp2 {} \\;\nB. find cpp1 -name *.c -exec cp {} cpp2 \\;\nC. find cpp1 -name \""*.c\"" -exec cp {} cpp2 \\;\nD. find cpp1 -name \""*.c\"" -exec cp cpp2 {} \\;""]"
78090955,cp命令,"cp命令用于在Linux系统中复制文件或目录。命令使用说明：
```
cp [OPTION]... [-T] SOURCE DEST
cp [OPTION]... SOURCE... DIRECTORY
cp [OPTION]... -t DIRECTORY SOURCE...
```","[""\u4f7f\u7528find\u547d\u4ee4\u5c06\u5728cpp1\u76ee\u5f55\u4e2d\u627e\u5230\u4ee5.c\u4e3a\u7ed3\u5c3e\u7684\u6587\u4ef6\u5e76\u4e14\u5c06\u4ed6\u4eec\u90fd\u62f7\u8d1d\u5230\u76ee\u5f55cpp2\u4e2d\u7684\u547d\u4ee4\u662f\uff08\uff09\u3002\nA. find cpp1 -name *.c -exec cp cpp2 {} \\;\nB. find cpp1 -name *.c -exec cp {} cpp2 \\;\nC. find cpp1 -name \""*.c\"" -exec cp {} cpp2 \\;\nD. find cpp1 -name \""*.c\"" -exec cp cpp2 {} \\;""]"
85823909,cp命令,"cp（copy）命令用于复制文件或目录。它可以将文件复制到另一个文件，或将一个或多个文件复制到另一个目录。cp命令的基本语法如下：
```
cp [OPTION]... SOURCE... DIRECTORY
```
常用选项：
```
-i, --interactive
    在覆盖目标文件之前提示用户。
-r, -R, --recursive
    递归地复制目录及其子目录下的所有文件。
-p, --preserve
    保留文件的属性（如模式、所有权、时间戳等）。
-u, --update
    仅在源文件较新时才复制文件。
-v, --verbose
    显示详细的操作过程。
```","[""dir\u662f\u5f53\u524d\u76ee\u5f55\u4e2d\u4e00\u4e2a\u5df2\u5b58\u5728\u7684\u76ee\u5f55\uff0ccp filea dir\u547d\u4ee4\u6210\u529f\u6267\u884c\u540e\uff0c\u4f1a\u751f\u6210\u6587\u4ef6filea\u7684\u526f\u672c\uff0c\u540d\u4e3adir\u3002\nA. \u5bf9\nB. \u9519""]"
50835776,Linux目录结构,"Linux系统的文件系统是以树状结构来组织的，所有的文件和目录都从根目录""/""开始。Linux系统中有许多特定的目录，每个目录都有其特定的用途。以下是一些主要的目录及其用途：

- /bin：这个目录存放着最经常使用的命令，例如ls, cp, rm等。这些命令由所有用户共享。
- /tmp：这个目录用于存放临时文件，系统重启时，这个目录下的文件会被删除。
- /lib：这个目录里存放着系统最基本的动态连接共享库，其作用类似于Windows里的DLL文件。几乎所有的应用程序都需要用到这些共享库。
- /root：这是系统管理员（root用户）的主目录，只有root有权查看此目录，普通用户没有权限查看。","[""\u5b58\u653eLinux\u57fa\u672c\u547d\u4ee4\u7684\u76ee\u5f55\u662f\u4ec0\u4e48\uff08\uff09?\nA./bin\nB./tmp\nC./lib\nD./root""]"
12086991,wc命令,"wc（word count）命令用于计算数字、字母、字符、词的数量，或者计算文件的大小。在Linux中，文件的大小通常是以行数、字数或字节数来衡量的。wc命令就可以很好地完成这些任务。命令的使用格式为：
```
wc [选项]... [文件]...
```
其中，选项包括：
```
-c, --bytes 或 --chars
    只显示 Bytes 数。
-m, --chars
    只显示字符数。在多字节编码的情况下，这个选项返回实际的字符数，而不是字节数。
-l, --lines
    只显示行数。
-L, --max-line-length
    打印最长行的长度。
-w, --words
    只显示字数。
--help
    显示帮助信息并退出。
--version
    显示版本信息并退出。
```","[""wc\u547d\u4ee4\u7edf\u8ba1\u5b57\u6570\u7684\u9009\u9879\u662f\uff08\uff09\u3002\nA. c\nB. w\nC. count\nD. word""]"
97885785,命令行参数,在Linux中，命令行参数是用户在输入命令时，跟在命令名之后的部分，用来指定命令行为的细节。命令行参数包括选项（也叫做标志或开关）和参数。选项通常用来修改命令的行为，而参数通常用来指明命令作用的对象。例如，在命令`cp file1 file2`中，`cp`是命令，`file1`和`file2`是参数，表示复制命令的源文件和目标文件。,"[""\u547d\u4ee4\u4e2d\u53c2\u6570\u7684\u4f5c\u7528\u662f\uff08\uff09\nA. \u8c03\u6574\u547d\u4ee4\u7684\u6267\u884c\u884c\u4e3a\nB. \u8c03\u6574\u547d\u4ee4\u4f18\u5148\u7ea7\nC. \u6307\u660e\u547d\u4ee4\u4f5c\u7528\u7684\u5bf9\u8c61\nD. \u52a0\u901f\u547d\u4ee4\u6267\u884c""]"
56103129,Git工具,Git是一个分布式版本控制系统，它允许多人同时在各自的开发环境中工作，并在他们完成工作后进行更改的合并。它的主要优点在于其能够进行分散协作以及其强大的处理大项目的能力。,"[""\u4f7f\u7528git\u5de5\u5177\u521b\u5efa\u5206\u652f\u7684\u9009\u9879\u662f\uff1f\nA. branch\nB. checkout\nC. fork\nD. clone""]"
51338053,Git Branch,"Git的branch命令用于创建、列举、删除或重命名分支。分支是Git中重要的概念，允许开发者在同一份代码库上并行进行多项工作。命令使用说明：
```
git branch <branch_name>","[""\u4f7f\u7528git\u5de5\u5177\u521b\u5efa\u5206\u652f\u7684\u9009\u9879\u662f\uff1f\nA. branch\nB. checkout\nC. fork\nD. clone""]"
78230646,执行权限,在Linux系统中，对于文件和目录，都有三种权限：读（r）、写（w）、执行（x）。对于普通的文件，执行权限表示用户是否可以执行该文件。如果文件是一个可执行的程序或脚本，用户只有在拥有执行权限的情况下才能运行它。,"[""\u4f7f\u7528 . \u548csh\u547d\u4ee4\u6267\u884c\u811a\u672c\u65f6\uff0c\u4e5f\u9700\u8981\u7528\u6237\u5bf9\u811a\u672c\u6709\u6267\u884c\u6743\u9650\uff0c\u624d\u80fd\u6267\u884c\u3002\nA. \u5bf9\nB. \u9519""]"
15615237,. 命令,"在Linux中，"".""命令用于在当前shell环境中执行脚本，而不是创建新的子shell来执行。这意味着脚本中定义的所有变量和环境变量更改都会影响到当前的shell环境。","[""\u4f7f\u7528 . \u548csh\u547d\u4ee4\u6267\u884c\u811a\u672c\u65f6\uff0c\u4e5f\u9700\u8981\u7528\u6237\u5bf9\u811a\u672c\u6709\u6267\u884c\u6743\u9650\uff0c\u624d\u80fd\u6267\u884c\u3002\nA. \u5bf9\nB. \u9519""]"
68638266,sh命令,sh命令在新的子shell环境中运行shell脚本。这意味着脚本中定义的所有变量和环境变量更改不会影响到当前的shell环境。,"[""\u4f7f\u7528 . \u548csh\u547d\u4ee4\u6267\u884c\u811a\u672c\u65f6\uff0c\u4e5f\u9700\u8981\u7528\u6237\u5bf9\u811a\u672c\u6709\u6267\u884c\u6743\u9650\uff0c\u624d\u80fd\u6267\u884c\u3002\nA. \u5bf9\nB. \u9519""]"
34186556,cd命令,"cd (Change Directory) 是一个在 Unix 和类 Unix 系统（如 Linux）中的 shell 命令，用于改变工作目录。命令使用方法：
```
cd [option] [directory]
```","[""\u5982\u4f55\u5feb\u901f\u5207\u6362\u5230\u7528\u6237John\u7684\u4e3b\u76ee\u5f55\u4e0b\uff1f\uff08\uff09\nA.cd @John \nB.cd #John \nC.cd &John \nD.cd ~John""]"
41646301,主目录,在 Linux 系统中，每个用户都有一个专属的主目录，通常以该用户的用户名命名，位于/home/目录下。主目录是用户的工作空间，用户可以在其中创建、删除文件和目录，安装软件等。,"[""\u5982\u4f55\u5feb\u901f\u5207\u6362\u5230\u7528\u6237John\u7684\u4e3b\u76ee\u5f55\u4e0b\uff1f\uff08\uff09\nA.cd @John \nB.cd #John \nC.cd &John \nD.cd ~John""]"
36333218,快速路径引用,Linux 中使用~符号可以快速引用用户的主目录。例如，~john 就是指向用户 John 的主目录的。,"[""\u5982\u4f55\u5feb\u901f\u5207\u6362\u5230\u7528\u6237John\u7684\u4e3b\u76ee\u5f55\u4e0b\uff1f\uff08\uff09\nA.cd @John \nB.cd #John \nC.cd &John \nD.cd ~John""]"
9704774,Linux目录结构,"Linux系统的目录结构是一个树状结构，每个目录都有其特定的含义和用途。以下是一些重要的目录：

- /sbin：这个目录存放的是系统管理员使用的系统管理程序，例如启动、修复或恢复系统的命令。一般用户在单用户模式下可以使用这些命令，但在多用户模式下只有管理员可以使用。

- /bin：这个目录存放的是系统的基本命令，这些命令是所有用户都可以使用的，包括系统管理员和一般用户。这些命令是二进制文件，可以直接由系统执行。

- /etc：这个目录存放的是系统的配置文件，这些文件通常是文本文件，可以用文本编辑器打开和编辑。这些文件通常只有系统管理员可以修改。

- /bash：这个目录并不存在于标准的Linux目录结构中。","[""shell\u7a0b\u5e8f\u4fdd\u5b58\u5728\u54ea\u4e2a\u76ee\u5f55\u4e2d\uff1f\nA. /sbin\nB. /bin\nC. /etc\nD. /bash""]"
33835965,Shell程序,Shell是Linux系统的命令解释器，它可以接收和解释用户输入的命令，然后调用系统的功能来执行这些命令。Shell程序是一种特殊的程序，它是用Shell命令编写的，可以被Shell解释和执行。Shell程序通常保存为文本文件，这个文件中包含了一系列的Shell命令。,"[""shell\u7a0b\u5e8f\u4fdd\u5b58\u5728\u54ea\u4e2a\u76ee\u5f55\u4e2d\uff1f\nA. /sbin\nB. /bin\nC. /etc\nD. /bash""]"
44124951,前台执行与后台执行,在Linux环境中，用户可以以前台或后台模式运行进程。前台执行的进程占据终端，封锁键盘，直到该进程执行完毕。在进行某些需要互动的任务时，该进程需要在前台进行。比如，需要从用户接收输入的程序。相反，后台执行的进程不会封锁键盘，即使该进程仍在运行，用户仍然可以在终端输入其它命令。后台执行的进程常常用于那些长时间运行但不需要用户交互的任务。,"[""\u547d\u4ee4\u5728\u524d\u53f0\u6267\u884c\u65f6\u5c01\u9501\u952e\u76d8\uff0c\u547d\u4ee4\u5728\u540e\u53f0\u6267\u884c\u65f6\u4e0d\u5c01\u9501\u952e\u76d8\u3002\nA. \u5bf9\nB. \u9519""]"
71321118,复制命令,"在Linux系统中，复制命令主要由cp命令来实现，cp命令用于复制文件或目录，它将一个文件复制到另一个文件，或将一组文件复制到另一个目录。命令格式如下：
```
cp [选项]... [-T] 源文件 目标文件
cp [选项]... 源文件... 目录
cp [选项]... --target-directory=目录 源文件...
```
常用选项包括：
-i：覆盖前询问，如果目标文件已经存在，那么在覆盖前会询问是否确定。
-r：递归复制，用于目录的复制操作。
-p：保留源文件或目录的属性。","[""\u590d\u5236\u547d\u4ee4\u6240\u4ea7\u751f\u7684\u65b0\u6587\u4ef6\u548c\u539f\u6587\u4ef6i\u8282\u70b9\u53f7\u76f8\u540c\u3002\nA. \u5bf9\nB. \u9519""]"
87288269,i节点（Inode）,i节点是Linux文件系统的基本概念，每个文件和目录在创建时都会分配一个i节点。i节点包含了文件的元信息，如文件类型、权限、所有者、大小、创建时间、最后访问时间、最后修改时间等。每个i节点在文件系统中都有一个唯一的i节点号。当我们在Linux系统中复制文件时，系统会为新文件分配一个新的i节点，即使新文件的内容与原文件完全相同，它们的i节点号也是不同的。,"[""\u590d\u5236\u547d\u4ee4\u6240\u4ea7\u751f\u7684\u65b0\u6587\u4ef6\u548c\u539f\u6587\u4ef6i\u8282\u70b9\u53f7\u76f8\u540c\u3002\nA. \u5bf9\nB. \u9519""]"
13044307,非登录Shell与登录Shell,Shell 可以分为登录Shell和非登录Shell。登录Shell是用户通过输入用户名和密码登录到系统后得到的Shell，例如通过ssh或者控制台登录。非登录Shell则是在已经登录的基础上新开启的Shell，例如在终端中打开一个新的终端窗口。,"[""\u6253\u5f00\u975e\u767b\u5f55shell\u65f6\uff0c\u9700\u8981\u6267\u884c\u7684\u7528\u6237\u914d\u7f6e\u6587\u4ef6\u4e3a\uff08\uff09\u3002\nA. ~/.bashrc\nB. ~/.bash_logout\nC. ~/.bash_profile\nD. /etc/profile""]"
19625854,Shell配置文件,在Linux系统中，当Shell启动时，它会读取一些配置文件，这些文件包含了用于初始化Shell的命令。这些文件通常包含环境变量设置、命令别名等。不同的Shell和不同的登录方式（登录Shell和非登录Shell）会读取不同的配置文件。,"[""\u6253\u5f00\u975e\u767b\u5f55shell\u65f6\uff0c\u9700\u8981\u6267\u884c\u7684\u7528\u6237\u914d\u7f6e\u6587\u4ef6\u4e3a\uff08\uff09\u3002\nA. ~/.bashrc\nB. ~/.bash_logout\nC. ~/.bash_profile\nD. /etc/profile""]"
90495623,~/.bashrc,这是一个用户级别的配置文件，用于非登录Shell。当用户打开一个新的Shell窗口（非登录Shell）时，Shell会读取这个文件。这个文件通常包含了用户自定义的环境变量，命令别名等。,"[""\u6253\u5f00\u975e\u767b\u5f55shell\u65f6\uff0c\u9700\u8981\u6267\u884c\u7684\u7528\u6237\u914d\u7f6e\u6587\u4ef6\u4e3a\uff08\uff09\u3002\nA. ~/.bashrc\nB. ~/.bash_logout\nC. ~/.bash_profile\nD. /etc/profile""]"
40238099,~/.bash_logout,当bash shell登录退出时，会执行此文件。,"[""\u6253\u5f00\u975e\u767b\u5f55shell\u65f6\uff0c\u9700\u8981\u6267\u884c\u7684\u7528\u6237\u914d\u7f6e\u6587\u4ef6\u4e3a\uff08\uff09\u3002\nA. ~/.bashrc\nB. ~/.bash_logout\nC. ~/.bash_profile\nD. /etc/profile""]"
